"source,""target"",""path"",""path_length"",""path_sign"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",11,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",17,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",14,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",12,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Operating Costs -> Hospital Budget Pressure -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",13,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",7,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",14,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",11,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Patients Satisfaction -> Policy Support for Quality -> Funding for Quality Improvement -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",13,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",14,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Staffing Levels -> Workload -> Medical Error Rate (Care Quality) -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",15,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",10,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",11,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Hospital Operating Costs -> Pressure for Cost Containment -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""-"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Hospital Efficiency Mandates -> Average LOS -> Pressure for Early Discharge -> Clinical Stability -> Premature Discharge Risk -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Premature Discharge Risk -> 30-Day Readmission Rate"",8,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Medication Reconciliation Accuracy -> 30-Day Readmission Rate"",9,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Discharge Planning Quality -> Continuity of Care -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",10,""+"""
"Net Migration Inflow,""30-Day Readmission Rate"",""Net Migration Inflow -> Population Growth Rate -> Hospital Admissions -> Hospital Budget Pressure -> Pressure for Cost Containment -> Average LOS -> Pressure for Early Discharge -> Post Discharge Care Needs -> Municipal Care Burden/Workload -> Care Gaps -> Post-Discharge Follow-up Quality -> Early Detection Rate -> 30-Day Readmission Rate"",12,""+"""
